,States,Years,Quarter,Districts,Transaction_count,Transaction_amount
11694,odisha,2021,3,kendrapara district,3791932,6502877452.246092
11695,odisha,2021,3,cuttack district,13016632,21926611695.60376
11696,odisha,2021,4,rayagada district,3507319,6787852551.279442
11697,odisha,2021,4,koraput district,3420361,7615206063.540329
11698,odisha,2021,4,malkangiri district,944763,2362647817.594655
11699,odisha,2021,4,sambalpur district,5031922,8285793491.380421
11700,odisha,2021,4,kalahandi district,3402330,6135732201.285078
11701,odisha,2021,4,anugul district,5595409,10832624236.879738
11702,odisha,2021,4,ganjam district,12765148,25961006849.075542
11703,odisha,2021,4,jajapur district,9413690,14846315998.402483
11704,odisha,2021,4,bargarh district,2928438,5988250004.212584
11705,odisha,2021,4,dhenkanal district,4358635,7483698923.738497
11706,odisha,2021,4,bhadrak district,5912920,9896347666.60693
11707,odisha,2021,4,nuapada district,1029449,2266776078.240573
11708,odisha,2021,4,kendujhar district,6478836,12263605984.767775
11709,odisha,2021,4,mayurbhanj district,4438866,8018457152.240013
11710,odisha,2021,4,jharsuguda district,3680407,6025708131.50321
11711,odisha,2021,4,kandhamal district,2257911,4066852872.5686264
11712,odisha,2021,4,deogarh district,512496,1062094682.1692731
11713,odisha,2021,4,sundargarh district,7505779,13524168955.7137
11714,odisha,2021,4,jagatsinghapur district,5234984,8365537188.546018
11715,odisha,2021,4,balangir district,3606120,7082596489.488298
11716,odisha,2021,4,baleshwar district,8971332,16112382301.474276
11717,odisha,2021,4,puri district,8372818,13192898085.078499
11718,odisha,2021,4,sonepur district,1161962,2482976023.652462
11719,odisha,2021,4,khordha district,94505879,135122128258.68546
11720,odisha,2021,4,boudh district,791827,1654377854.776198
11721,odisha,2021,4,gajapati district,1471303,3082994382.0058923
11722,odisha,2021,4,nayagarh district,3214212,5319824631.017162
11723,odisha,2021,4,nabarangpur district,1497950,3502205583.265269
11724,odisha,2021,4,kendrapara district,4821107,7981220766.163595
11725,odisha,2021,4,cuttack district,17091193,27928768464.569107
11726,odisha,2022,1,rayagada district,3936852,8060115677.80162
11727,odisha,2022,1,koraput district,4038613,9298326854.887985
11728,odisha,2022,1,malkangiri district,1179046,3270655406.2866373
11729,odisha,2022,1,sambalpur district,5761550,9796463368.436136
11730,odisha,2022,1,kalahandi district,4098786,8069224583.104255
11731,odisha,2022,1,anugul district,6423393,12666904909.368557
11732,odisha,2022,1,ganjam district,14289760,29674857683.21894
11733,odisha,2022,1,jajapur district,10760033,17569845983.615986
11734,odisha,2022,1,bargarh district,3467880,7430199582.216238
11735,odisha,2022,1,dhenkanal district,4932962,8922834794.738628
11736,odisha,2022,1,bhadrak district,7049860,12413725786.608274
11737,odisha,2022,1,nuapada district,1270136,2867818846.767225
11738,odisha,2022,1,kendujhar district,7553005,15056691322.671284
11739,odisha,2022,1,mayurbhanj district,5095313,9650878750.134228
11740,odisha,2022,1,jharsuguda district,4134502,6844271054.447269
11741,odisha,2022,1,kandhamal district,2538748,4625177433.767569
11742,odisha,2022,1,deogarh district,598462,1357264183.472781
11743,odisha,2022,1,sundargarh district,8621086,15915215285.753382
11744,odisha,2022,1,jagatsinghapur district,5978387,10028244699.653543
11745,odisha,2022,1,balangir district,4197830,8648940992.57866
11746,odisha,2022,1,baleshwar district,10164531,19169857482.365425
11747,odisha,2022,1,puri district,9268269,15063520180.066017
11748,odisha,2022,1,sonepur district,1409459,3419311100.9759455
11749,odisha,2022,1,khordha district,104052705,152745328927.4852
11750,odisha,2022,1,boudh district,951344,2234431099.098205
11751,odisha,2022,1,gajapati district,1692615,3677406538.0799146
11752,odisha,2022,1,nayagarh district,3648292,6409579564.6163
11753,odisha,2022,1,nabarangpur district,1875017,4950344796.343363
11754,odisha,2022,1,kendrapara district,5689131,9906960117.735264
11755,odisha,2022,1,cuttack district,18955932,31482914773.52869
11756,odisha,2022,2,rayagada district,4627958,8714955313.81208
11757,odisha,2022,2,koraput district,4936573,10469450815.614134
11758,odisha,2022,2,malkangiri district,1387356,3383818107.9216194
11759,odisha,2022,2,sambalpur district,6893113,10992643684.982574
11760,odisha,2022,2,kalahandi district,4688556,8314694921.632622
11761,odisha,2022,2,anugul district,7523854,13937160595.230968
11762,odisha,2022,2,ganjam district,17162973,34095586248.503082
11763,odisha,2022,2,jajapur district,12788486,20441535607.89478
11764,odisha,2022,2,bargarh district,4086915,8114146805.586442
11765,odisha,2022,2,dhenkanal district,5757058,9756517532.112658
11766,odisha,2022,2,bhadrak district,8276685,14146459101.732891
11767,odisha,2022,2,nuapada district,1521970,3116138855.4475727
11768,odisha,2022,2,kendujhar district,8741853,16383523040.274462
11769,odisha,2022,2,mayurbhanj district,6060816,10858866629.542103
11770,odisha,2022,2,jharsuguda district,4801176,7708561039.053738
11771,odisha,2022,2,kandhamal district,2888894,5091606151.332576
11772,odisha,2022,2,deogarh district,690751,1490625193.843516
11773,odisha,2022,2,sundargarh district,10183902,18077191337.901314
11774,odisha,2022,2,jagatsinghapur district,7161421,11721528584.666618
11775,odisha,2022,2,balangir district,4915372,9186213799.65329
11776,odisha,2022,2,baleshwar district,12044394,22154827661.360664
11777,odisha,2022,2,puri district,11076675,17846685658.05171
11778,odisha,2022,2,sonepur district,1649781,3533650027.0623655
11779,odisha,2022,2,khordha district,124986765,174299128204.99298
11780,odisha,2022,2,boudh district,1082256,2255513699.796166
11781,odisha,2022,2,gajapati district,2039493,4088833138.615046
11782,odisha,2022,2,nayagarh district,4075329,6885797711.463306
11783,odisha,2022,2,nabarangpur district,2228087,5063429958.41774
11784,odisha,2022,2,kendrapara district,6628224,11344691542.074535
11785,odisha,2022,2,cuttack district,22544912,36561231371.455444
11786,odisha,2022,3,rayagada district,4630056,7860841426.804449
11787,odisha,2022,3,koraput district,5222148,9998538489.170717
11788,odisha,2022,3,malkangiri district,1473325,3146761920.0637245
11789,odisha,2022,3,sambalpur district,7870435,11478161491.375761
11790,odisha,2022,3,kalahandi district,5013207,7966634545.859101
11791,odisha,2022,3,anugul district,8115183,13631294531.285408
11792,odisha,2022,3,ganjam district,18696976,33504012152.53193
11793,odisha,2022,3,jajapur district,13031811,18746602447.445084
11794,odisha,2022,3,bargarh district,5107762,8890053156.888083
11795,odisha,2022,3,dhenkanal district,6306392,9609384521.368855
11796,odisha,2022,3,bhadrak district,8725910,13285204298.360706
11797,odisha,2022,3,nuapada district,1638138,3030878277.7567472
11798,odisha,2022,3,kendujhar district,8971733,14742503568.623667
11799,odisha,2022,3,mayurbhanj district,6682226,10635989150.205183
11800,odisha,2022,3,jharsuguda district,5377124,8014356028.054185
11801,odisha,2022,3,kandhamal district,1814757,3284992415.173833
11802,odisha,2022,3,deogarh district,793258,1434375903.9677882
11803,odisha,2022,3,sundargarh district,12922754,20430235862.000168
11804,odisha,2022,3,jagatsinghapur district,7256382,10735372271.141613
11805,odisha,2022,3,balangir district,5221322,9063831703.893017
11806,odisha,2022,3,baleshwar district,11721722,19704921264.79484
11807,odisha,2022,3,puri district,11193823,16592473105.31533
11808,odisha,2022,3,sonepur district,1778702,3405255943.0292325
11809,odisha,2022,3,khordha district,182514532,234713995654.54218
11810,odisha,2022,3,boudh district,1191513,2148876148.799854
11811,odisha,2022,3,gajapati district,3662329,7752031340.001187
11812,odisha,2022,3,nayagarh district,4495311,6946679941.389475
11813,odisha,2022,3,nabarangpur district,2357269,4596544680.665671
11814,odisha,2022,3,kendrapara district,6258047,9787502106.824364
11815,odisha,2022,3,cuttack district,26643179,39407252993.2224
11816,odisha,2022,4,rayagada district,5257941,8675747746.466286
11817,odisha,2022,4,koraput district,6085464,11474927055.711767
11818,odisha,2022,4,malkangiri district,1806300,3725926906.976351
11819,odisha,2022,4,sambalpur district,10274024,14842758106.879675
11820,odisha,2022,4,kalahandi district,5718284,9059291540.607044
11821,odisha,2022,4,anugul district,12295417,19745058048.99432
11822,odisha,2022,4,ganjam district,22374745,39538930037.66425
11823,odisha,2022,4,jajapur district,14867125,21337793694.560028
11824,odisha,2022,4,bargarh district,5568285,9785407450.508883
11825,odisha,2022,4,dhenkanal district,6836914,10618843490.215986
11826,odisha,2022,4,bhadrak district,10065776,15308124669.531929
11827,odisha,2022,4,nuapada district,1890250,3596704492.6502886
11828,odisha,2022,4,kendujhar district,10410170,17491124060.737698
11829,odisha,2022,4,mayurbhanj district,8292947,13255523390.65194
11830,odisha,2022,4,jharsuguda district,5993084,8933820245.634933
11831,odisha,2022,4,kandhamal district,2010523,3670658325.388134
11832,odisha,2022,4,deogarh district,798399,1590818534.2203064
11833,odisha,2022,4,sundargarh district,13451927,21877712615.61438
11834,odisha,2022,4,jagatsinghapur district,8378147,12340755527.048079
11835,odisha,2022,4,balangir district,6484587,11236556907.329634
11836,odisha,2022,4,baleshwar district,13396460,22861471772.138065
11837,odisha,2022,4,puri district,13182742,19540224955.19215
11838,odisha,2022,4,sonepur district,2183385,3996412193.5660787
11839,odisha,2022,4,khordha district,208260666,268479766618.40594
11840,odisha,2022,4,boudh district,1271353,2337831973.684458
11841,odisha,2022,4,gajapati district,3242621,6909085562.353609
11842,odisha,2022,4,nayagarh district,4834028,7483877287.158049
11843,odisha,2022,4,nabarangpur district,2969219,5927912765.485254
11844,odisha,2022,4,kendrapara district,7111443,11163586588.46068
11845,odisha,2022,4,cuttack district,30402517,45410411960.17213
11846,odisha,2023,1,rayagada district,9242117,15843507868.0
11847,odisha,2023,1,koraput district,10477639,19625419729.0
11848,odisha,2023,1,malkangiri district,3379377,7024085785.0
11849,odisha,2023,1,sambalpur district,14071573,20599161744.0
11850,odisha,2023,1,kalahandi district,10265015,17450640008.0
11851,odisha,2023,1,anugul district,15740427,27099331321.0
11852,odisha,2023,1,ganjam district,32835788,61573352324.0
11853,odisha,2023,1,jajapur district,25255634,37473229516.0
11854,odisha,2023,1,bargarh district,8484449,15825674760.0
11855,odisha,2023,1,dhenkanal district,11782611,18813154646.0
11856,odisha,2023,1,bhadrak district,16140167,26416399764.0
11857,odisha,2023,1,nuapada district,3426856,6435315301.0
11858,odisha,2023,1,kendujhar district,18026645,31232789553.0
11859,odisha,2023,1,mayurbhanj district,12205379,20296749444.0
11860,odisha,2023,1,jharsuguda district,9307491,13856078393.0
11861,odisha,2023,1,kandhamal district,3307033,5954869943.0
11862,odisha,2023,1,deogarh district,1468398,2928557374.0
11863,odisha,2023,1,sundargarh district,20729692,33143659545.0
11864,odisha,2023,1,jagatsinghapur district,13624395,20464625700.0
11865,odisha,2023,1,balangir district,10543941,19132286523.0
11866,odisha,2023,1,baleshwar district,22230329,39044589915.0
11867,odisha,2023,1,puri district,21713045,32501736718.0
11868,odisha,2023,1,sonepur district,3584230,7359675423.0
11869,odisha,2023,1,khordha district,111522734,135017933250.0
11870,odisha,2023,1,boudh district,2331533,4699827212.0
11871,odisha,2023,1,gajapati district,3933839,7156141256.0
11872,odisha,2023,1,nayagarh district,8162882,13199944354.0
11873,odisha,2023,1,nabarangpur district,5141635,11008689918.0
11874,odisha,2023,1,kendrapara district,12576184,20308826840.0
11875,odisha,2023,1,cuttack district,41385050,62482723536.0
11876,odisha,2023,2,rayagada district,10430733,16326853134.0
11877,odisha,2023,2,koraput district,12108317,20632039550.0
11878,odisha,2023,2,malkangiri district,4006534,7377060939.0
11879,odisha,2023,2,sambalpur district,13805023,19664092856.0
11880,odisha,2023,2,kalahandi district,11483007,17433145169.0
11881,odisha,2023,2,anugul district,17821017,28339516034.0
11882,odisha,2023,2,ganjam district,37687158,65580991112.0
11883,odisha,2023,2,jajapur district,28791729,40171499264.0
11884,odisha,2023,2,bargarh district,9687928,16347856794.0
11885,odisha,2023,2,dhenkanal district,13271170,19560724883.0
11886,odisha,2023,2,bhadrak district,18158095,27663111525.0
11887,odisha,2023,2,nuapada district,3842005,6363214004.0
11888,odisha,2023,2,kendujhar district,20222348,32289663832.0
11889,odisha,2023,2,mayurbhanj district,14022144,22050422348.0
11890,odisha,2023,2,jharsuguda district,10602684,14973940875.0
11891,odisha,2023,2,kandhamal district,3880193,6668488360.0
11892,odisha,2023,2,deogarh district,1650318,3119334936.0
11893,odisha,2023,2,sundargarh district,23197177,35645373543.0
11894,odisha,2023,2,jagatsinghapur district,15759372,22153848980.0
11895,odisha,2023,2,balangir district,11856945,18902988269.0
11896,odisha,2023,2,baleshwar district,25291904,42078597675.0
11897,odisha,2023,2,puri district,25372964,36233538120.0
11898,odisha,2023,2,sonepur district,4062758,7337203832.0
11899,odisha,2023,2,khordha district,124412287,146803819835.0
11900,odisha,2023,2,boudh district,2609458,4594961187.0
11901,odisha,2023,2,gajapati district,4433293,7628137659.0
11902,odisha,2023,2,nayagarh district,9151257,13825445948.0
11903,odisha,2023,2,nabarangpur district,5915153,10698518195.0
11904,odisha,2023,2,kendrapara district,14559641,22059925056.0
11905,odisha,2023,2,cuttack district,46505217,66807740190.0
11906,odisha,2023,3,rayagada district,11950523,17020301741.0
11907,odisha,2023,3,koraput district,13875934,21936971593.0
11908,odisha,2023,3,malkangiri district,4699211,7683988772.0
11909,odisha,2023,3,sambalpur district,18200103,22980535995.0
11910,odisha,2023,3,kalahandi district,13462159,18608289132.0
11911,odisha,2023,3,anugul district,20871920,30774729076.0
11912,odisha,2023,3,ganjam district,40855320,65970075357.0
11913,odisha,2023,3,jajapur district,32536236,41352891757.0
11914,odisha,2023,3,bargarh district,10989062,16997816139.0
11915,odisha,2023,3,dhenkanal district,14991124,20325555127.0
11916,odisha,2023,3,bhadrak district,19729790,27112240601.0
11917,odisha,2023,3,nuapada district,4599682,7165645529.0
11918,odisha,2023,3,kendujhar district,22939986,34029005050.0
11919,odisha,2023,3,mayurbhanj district,15900420,23206650556.0
11920,odisha,2023,3,jharsuguda district,12507197,16343837926.0
11921,odisha,2023,3,kandhamal district,4419352,7294719659.0
11922,odisha,2023,3,deogarh district,1893121,3168912235.0
11923,odisha,2023,3,sundargarh district,27013359,38003557931.0
11924,odisha,2023,3,jagatsinghapur district,17892144,22841698068.0
11925,odisha,2023,3,balangir district,13899455,20581098952.0
11926,odisha,2023,3,baleshwar district,28232066,43382779335.0
11927,odisha,2023,3,puri district,28070046,36742200410.0
